calaccess_committee_id,committee_name,calaccess_filing_id,date_filed,from_date,thru_date,total_contributions,total_expenditures_made
1273998,"ALLIANCE FOR A BETTER CALIFORNIA, EDUCATORS, FIREFIGHTERS, SCHOOL EMPLOYEES, HEALTH CARE GIVERS AND LABOR ORGANIZATIONS",1461624,2010-01-27,2009-07-01,2009-12-31,0.0,866.0
1273998,"ALLIANCE FOR A BETTER CALIFORNIA, EDUCATORS, FIREFIGHTERS, SCHOOL EMPLOYEES, HEALTH CARE GIVERS AND LABOR ORGANIZATIONS",1506414,2010-07-30,2010-01-01,2010-06-30,0.0,1173.0
1273998,"ALLIANCE FOR A BETTER CALIFORNIA, EDUCATORS, FIREFIGHTERS, SCHOOL EMPLOYEES, HEALTH CARE GIVERS AND LABOR ORGANIZATIONS",1568160,2011-01-27,2010-07-01,2010-12-31,0.0,799.0
1273998,"ALLIANCE FOR A BETTER CALIFORNIA, EDUCATORS, FIREFIGHTERS, SCHOOL EMPLOYEES, HEALTH CARE GIVERS AND LABOR ORGANIZATIONS",1604793,2011-07-27,2011-01-01,2011-06-30,0.0,1640.0
1273998,"ALLIANCE FOR A BETTER CALIFORNIA, EDUCATORS, FIREFIGHTERS, SCHOOL EMPLOYEES, HEALTH CARE GIVERS AND LABOR ORGANIZATIONS",1633114,2012-01-27,2011-07-01,2011-12-31,0.0,996.0
1273998,"ALLIANCE FOR A BETTER CALIFORNIA, EDUCATORS, FIREFIGHTERS, SCHOOL EMPLOYEES, HEALTH CARE GIVERS AND LABOR ORGANIZATIONS",1675245,2012-07-26,2012-01-01,2012-06-30,0.0,3298.0
1273998,"ALLIANCE FOR A BETTER CALIFORNIA, EDUCATORS, FIREFIGHTERS, SCHOOL EMPLOYEES, HEALTH CARE GIVERS AND LABOR ORGANIZATIONS",1735115,2013-01-29,2012-07-01,2012-12-31,0.0,1222.0
1273998,"ALLIANCE FOR A BETTER CALIFORNIA, EDUCATORS, FIREFIGHTERS, SCHOOL EMPLOYEES, HEALTH CARE GIVERS AND LABOR ORGANIZATIONS",1769679,2013-05-31,2013-01-01,2013-05-23,0.0,60055.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1572370,2011-01-31,2010-07-01,2010-12-31,0.0,386.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1591935,2011-05-02,2011-01-01,2011-03-31,0.0,-835.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1608738,2011-08-01,2011-04-01,2011-06-30,0.0,966.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1622897,2011-10-31,2011-07-01,2011-09-30,0.0,873.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1635492,2012-01-31,2011-10-01,2011-12-31,0.0,-1173.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1647687,2012-02-27,2012-01-01,2012-03-17,0.0,240.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1664139,2012-02-27,2012-03-18,2012-05-19,0.0,1364.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1680023,2012-02-27,2012-05-20,2012-06-30,0.0,224.0
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1697523,2012-02-27,2012-07-01,2012-09-30,1870.0,0.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1302408,2008-01-23,2007-01-01,2007-12-31,4195050.0,331737.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1306016,2008-07-31,2008-01-01,2008-01-19,1336390.0,4834048.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1320188,2008-12-16,2008-01-20,2008-03-17,1749653.0,1944008.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1350566,2008-07-30,2008-03-18,2008-06-30,27000.0,105444.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1397305,2009-01-26,2008-07-01,2008-12-31,0.0,67172.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1438033,2009-07-20,2009-01-01,2009-06-30,0.0,27100.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1465130,2010-01-28,2009-07-01,2009-12-31,0.0,9997.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1474232,2010-03-20,2010-01-01,2010-03-17,0.0,0.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1491711,2010-05-24,2010-03-18,2010-05-22,0.0,4016.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1505779,2010-07-19,2010-05-23,2010-06-30,0.0,870.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1524800,2010-10-06,2010-07-01,2010-09-30,0.0,9980.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1570862,2011-01-19,2010-10-01,2010-12-31,0.0,5918.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1586303,2011-04-08,2011-01-01,2011-03-31,0.0,8820.0
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1586304,2011-04-08,2011-04-01,2011-04-08,-72260.0,6007.0
1373039,"AMERICAN CIVIL LIBERTIES UNION, INC. (NONPROFIT 501(C)(4))",1903952,2014-10-23,2014-01-01,2014-10-18,2000000.0,2000000.0
1373039,"AMERICAN CIVIL LIBERTIES UNION, INC. (NONPROFIT 501(C)(4))",1931787,2015-01-28,2014-10-19,2014-12-31,1500000.0,1500000.0
1373039,"AMERICAN CIVIL LIBERTIES UNION, INC. (NONPROFIT 501(C)(4))",1964737,2015-04-30,2015-01-01,2015-03-31,0.0,0.0
1276681,AMERICAN CIVIL RIGHTS COALITION COMMITTEE,1107755,2005-05-18,2002-01-01,2002-06-30,1613353.0,1520400.0
1276681,AMERICAN CIVIL RIGHTS COALITION COMMITTEE,1107756,2005-05-16,2002-07-01,2002-12-31,0.0,0.0
1276681,AMERICAN CIVIL RIGHTS COALITION COMMITTEE,1107757,2005-05-16,2003-01-01,2003-06-30,0.0,0.0
1276681,AMERICAN CIVIL RIGHTS COALITION COMMITTEE,1109214,2005-06-06,2003-07-01,2003-07-01,0.0,0.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",839783,2002-04-17,2002-01-01,2002-03-31,266030.0,26439.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",855219,2002-07-29,2002-04-01,2002-06-30,-63550.0,7074.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",911102,2003-01-14,2002-07-01,2002-12-31,25100.0,21018.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",947079,2003-07-29,2003-01-01,2003-06-30,113125.0,32480.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",979651,2004-01-09,2003-07-01,2003-12-31,389246.0,322293.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",1013631,2004-04-16,2004-01-01,2004-03-31,408091.0,482369.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",1031680,2004-07-19,2004-04-01,2004-06-30,324138.0,20084.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",1045089,2004-10-02,2004-07-01,2004-09-30,275728.0,492670.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",1050451,2004-10-19,2004-10-01,2004-10-16,1665.0,932.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",1079089,2005-01-23,2004-10-17,2004-12-31,46155.0,319288.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",1117525,2005-07-11,2005-01-01,2005-06-30,26133.0,31044.0
1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",1123484,2005-08-17,2005-07-01,2005-08-17,11153.0,69453.0
1317867,"AMERICAN FEDERATION OF STATE, COUNTY & LOCAL MUNICIPAL EMPLOYEES LOCAL 2620 ISSUES COMMITEE, YES ON 1A, 1B, 1C, 1D, 1E AND 1F",1435410,2009-06-30,2009-01-01,2009-06-30,9000.0,8552.0
1317867,"AMERICAN FEDERATION OF STATE, COUNTY & LOCAL MUNICIPAL EMPLOYEES LOCAL 2620 ISSUES COMMITEE, YES ON 1A, 1B, 1C, 1D, 1E AND 1F",1447953,2009-10-15,2009-07-01,2009-10-15,195.0,643.0
1372902,"AMERICAN PROGRESSIVE BAG ALLIANCE, A PROJECT OF THE SOCIETY OF THE PLASTICS INDUSTRY (NON-PROFIT 501 (C) (6)), YES ON 65 AND NO ON 67",1937359,2016-02-01,2014-01-01,2014-12-31,3257500.0,3276755.0
1372902,"AMERICAN PROGRESSIVE BAG ALLIANCE, A PROJECT OF THE SOCIETY OF THE PLASTICS INDUSTRY (NON-PROFIT 501 (C) (6)), YES ON 65 AND NO ON 67",1966084,2015-04-30,2015-01-01,2015-03-31,156000.0,143541.0
