FILING_ID,AMEND_ID,LINE_ITEM,REC_TYPE,FORM_TYPE,TRAN_ID,AMOUNT,EXP_DATE,EXPN_DSCR,MEMO_CODE,MEMO_REFNO,DATE_THRU
1405892,1,5,S496,F496,EDT413,25000,3/10/2009 12:00:00 AM,Consulting Fee,,,
1405892,1,6,S496,F496,EDT450,243,3/10/2009 12:00:00 AM,Proof Reading,,,
1405892,1,7,S496,F496,EDT453,1212.19,3/10/2009 12:00:00 AM,Printing,,,
1410395,1,1,S496,F496,PDT41,0,3/23/2009 12:00:00 AM,Ground Campaign,,,
1482154,0,1,S496,F496,EDT1,1000,4/24/2010 12:00:00 AM,"Estimate for Design, Printing for walkpiece used by walkers for 04/24/2010-04/30/2010",,,
1482154,0,2,S496,F496,EDT2,9910,4/24/2010 12:00:00 AM,"Estimate for Walkers Salary, Phone Banks and Office Supplies for 04/24/2010-04/30/2010",,,
1495730,2,1,S496,F496,PDT155,10000,6/4/2010 12:00:00 AM,Consulting,,,
1495730,2,2,S496,F496,PDT158,2525.84,6/4/2010 12:00:00 AM,Data,,,
1495730,2,3,S496,F496,EDT556,1822.45,6/4/2010 12:00:00 AM,Data,,,
1488984,1,1,S496,F496,PDT2,500,5/21/2010 12:00:00 AM,Email List and Email Blast,,,
1488984,1,2,S496,F496,EDT1,45000,5/20/2010 12:00:00 AM,Consulting Services,,,
1488984,1,3,S496,F496,EDT2,692305,5/20/2010 12:00:00 AM,Television Airtime,,,
1488984,1,4,S496,F496,EDT25,16252.75,5/20/2010 12:00:00 AM,Polling and Research - In-Kind from EdVoice IE Committee,,,
1488984,1,5,S496,F496,EDT24,999,4/29/2010 12:00:00 AM,Design and Printing of Brochure - In-Kind from EdVoice IE Committee,,,
1488984,1,6,S496,F496,EDT26,6720,5/20/2010 12:00:00 AM,Portion of Video used in Television Communication - In-Kind from EdVoice IE Committee,,,
1488984,1,7,S496,F496,EDT27,21400,5/20/2010 12:00:00 AM,Television Production - In-Kind from EdVoice IE Committee,,,
1503904,0,2,S496,F496,PDT575,2100,7/26/2010 12:00:00 AM,ROBOCALLS,,,
1530479,0,3,S496,F496,D680,3944.21,10/19/2010 12:00:00 AM,TEL/Jerry Brown,,,
1526739,1,1,S496,F496,D4556,25970.13,10/13/2010 12:00:00 AM,LIT/Jerry Brown,,,
1526739,1,2,S496,F496,D4557,81803.40,10/13/2010 12:00:00 AM,POS/Jerry Brown,,,
1526739,1,3,S496,F496,D4558,2150,10/13/2010 12:00:00 AM,OFC/Jerry Brown,,,
1526739,1,4,S496,F496,D4639,6262.88,10/13/2010 12:00:00 AM,OFC/Jerry Brown,,,
1530551,0,1,S496,F496,37737,1265.78,10/19/2010 12:00:00 AM,mail production,,,
1530551,0,2,S496,F496,37738,2157.50,10/19/2010 12:00:00 AM,mail production,,,
1530551,0,3,S496,F496,37739,1524.77,10/19/2010 12:00:00 AM,mail production,,,
1530553,0,1,S496,F496,36271,33.03,10/18/2010 12:00:00 AM,printing,,,
1530553,0,2,S496,F496,36279,8.81,10/18/2010 12:00:00 AM,graphics,,,
1530553,0,3,S496,F496,36314,8.91,10/18/2010 12:00:00 AM,mailing services,,,
1530553,0,4,S496,F496,36330,1.20,10/18/2010 12:00:00 AM,data,,,
1530553,0,5,S496,F496,37081,61.11,10/19/2010 12:00:00 AM,postage,,,
1530553,0,6,S496,F496,37119,33.67,10/19/2010 12:00:00 AM,printing,,,
1530553,0,7,S496,F496,37123,8.16,10/19/2010 12:00:00 AM,graphics,,,
1530553,0,8,S496,F496,37139,11.03,10/19/2010 12:00:00 AM,mailing services,,,
1530553,0,9,S496,F496,37146,2.77,10/19/2010 12:00:00 AM,data,,,
1530553,0,10,S496,F496,37157,39.04,10/19/2010 12:00:00 AM,printing,,,
1530553,0,11,S496,F496,37741,2157.50,10/19/2010 12:00:00 AM,mail production,,,
1530553,0,12,S496,F496,37742,1524.77,10/19/2010 12:00:00 AM,mail production,,,
1530553,0,13,S496,F496,37755,1265.78,10/19/2010 12:00:00 AM,mail production,,,
1530556,0,1,S496,F496,37743,1524.77,10/19/2010 12:00:00 AM,mail production,,,
1530556,0,2,S496,F496,37754,2157.50,10/19/2010 12:00:00 AM,mial production,,,
1530556,0,3,S496,F496,37756,1265.78,10/19/2010 12:00:00 AM,mail production,,,
1530557,0,1,S496,F496,36272,81.29,10/18/2010 12:00:00 AM,printing,,,
1530557,0,2,S496,F496,36276,3.05,10/18/2010 12:00:00 AM,graphics,,,
1530557,0,3,S496,F496,36293,8.81,10/18/2010 12:00:00 AM,graphics,,,
1530557,0,4,S496,F496,36294,7.75,10/18/2010 12:00:00 AM,graphics,,,
1530557,0,5,S496,F496,36315,14.50,10/18/2010 12:00:00 AM,mailing services,,,
1530557,0,6,S496,F496,36331,1.20,10/18/2010 12:00:00 AM,data,,,
1530557,0,7,S496,F496,36335,22.73,10/18/2010 12:00:00 AM,printing,,,
1530557,0,8,S496,F496,37082,61.11,10/19/2010 12:00:00 AM,postage,,,
1530557,0,9,S496,F496,37120,33.67,10/19/2010 12:00:00 AM,printing,,,
1530557,0,10,S496,F496,37124,8.16,10/19/2010 12:00:00 AM,graphics,,,
1530557,0,11,S496,F496,37131,1.16,10/19/2010 12:00:00 AM,graphics,,,
1530557,0,12,S496,F496,37140,27.35,10/19/2010 12:00:00 AM,mailing services,,,
1530557,0,13,S496,F496,37147,28.64,10/19/2010 12:00:00 AM,data,,,
1530557,0,14,S496,F496,37158,39.04,10/19/2010 12:00:00 AM,printing,,,
1530557,0,15,S496,F496,37744,1524.77,10/19/2010 12:00:00 AM,mail production,,,
1530557,0,16,S496,F496,37753,2157.50,10/19/2010 12:00:00 AM,mail production,,,
1530557,0,17,S496,F496,37757,1265.78,10/19/2010 12:00:00 AM,mail production,,,
1530561,0,1,S496,F496,37745,1524.77,10/19/2010 12:00:00 AM,mail production,,,
1530561,0,2,S496,F496,37752,2157.49,10/19/2010 12:00:00 AM,mail production,,,
1530561,0,3,S496,F496,37758,1265.78,10/19/2010 12:00:00 AM,mail production,,,
1530562,0,1,S496,F496,36235,8.57,10/18/2010 12:00:00 AM,graphics,,,
1530562,0,2,S496,F496,36249,248.60,10/18/2010 12:00:00 AM,mailing services,,,
1530562,0,3,S496,F496,36257,3.35,10/18/2010 12:00:00 AM,data,,,
1530562,0,4,S496,F496,37063,28.30,10/19/2010 12:00:00 AM,postage,,,
1530562,0,5,S496,F496,37096,1.66,10/19/2010 12:00:00 AM,graphics,,,
1530562,0,6,S496,F496,37108,1.12,10/19/2010 12:00:00 AM,data,,,
1530562,0,7,S496,F496,37148,4.21,10/19/2010 12:00:00 AM,data,,,
1530562,0,8,S496,F496,37746,1524.77,10/19/2010 12:00:00 AM,mail production,,,
1530562,0,9,S496,F496,37751,2157.48,10/19/2010 12:00:00 AM,mail production,,,
1530562,0,10,S496,F496,37759,1265.79,10/19/2010 12:00:00 AM,mail production,,,
1530563,0,1,S496,F496,37747,1524.77,10/19/2010 12:00:00 AM,mail production,,,
1530563,0,2,S496,F496,37750,2157.48,10/19/2010 12:00:00 AM,mail production,,,
1530563,0,3,S496,F496,37760,1265.79,10/19/2010 12:00:00 AM,mail production,,,
1530564,0,1,S496,F496,37740,1265.79,10/19/2010 12:00:00 AM,mail production,,,
1530564,0,2,S496,F496,37748,1524.77,10/19/2010 12:00:00 AM,mail production,,,
1530564,0,3,S496,F496,37749,2157.48,10/19/2010 12:00:00 AM,mail production,,,
1530567,0,1,S496,F496,34086,45.05,10/13/2010 12:00:00 AM,data,,,
1530567,0,2,S496,F496,35080,601.76,10/16/2010 12:00:00 AM,LIT  mail production,,,
1530567,0,3,S496,F496,37773,420.17,10/19/2010 12:00:00 AM,mail production,,,
1530567,0,4,S496,F496,37776,716.17,10/19/2010 12:00:00 AM,mail production,,,
1530567,0,5,S496,F496,37778,506.13,10/19/2010 12:00:00 AM,mail production,,,
1530920,0,1,S496,F496,1,640.48,10/21/2010 12:00:00 AM,Automated calls,,,
1530920,0,2,S496,F496,2,303.39,10/21/2010 12:00:00 AM,Voter data file for direct mail,,,
1531191,0,1,S496,F496,EDT4,76814,10/20/2010 12:00:00 AM,Independent Expenditure supporting Dr Richard Pan for Assembly,,,
1531192,0,1,S496,F496,EDT5,10820.17,10/20/2010 12:00:00 AM,Printing charges for mailer opposing Bill Horn,,,
1531331,0,1,S496,F496,EDT70,40829.71,10/21/2010 12:00:00 AM,Campaign Literature and Mailings,,,
1531192,1,1,S496,F496,EDT5,10820.17,10/20/2010 12:00:00 AM,Printing charges for mailer opposing Bill Horn,,,
1531392,0,1,S496,F496,EDT265,17833.99,10/21/2010 12:00:00 AM,Slate Mailer,,,
1531519,0,1,S496,F496,EDT188,336.88,10/20/2010 12:00:00 AM,Mailer,,,
1531533,0,1,S496,F496,2,20000,10/21/2010 12:00:00 AM,PHONE BANKS,,,10/21/2010 12:00:00 AM
1531543,0,1,S496,F496,1,20000,10/21/2010 12:00:00 AM,PHONE BANKS,,,10/21/2010 12:00:00 AM
1531757,0,1,S496,F496,EDT40,42837.68,10/20/2010 12:00:00 AM,MAILERS AND TELEPHONE CALLS,,,
1531971,0,1,S496,F496,PDT675,17485.40,10/20/2010 12:00:00 AM,PHONE BANK,,,
1531972,0,1,S496,F496,PDT676,16793.36,10/20/2010 12:00:00 AM,MAILER,,,
1531979,0,1,S496,F496,F496-12331,7301.54,10/20/2010 12:00:00 AM,Postage and mail preparation,,,
1339891,0,1,S496,F496,PDT239,1800,6/3/2008 12:00:00 AM,Door Hanger,,,
1341166,0,1,S496,F496,D17,6000,6/1/2008 12:00:00 AM,Email Blasts,,,
1341166,0,2,S496,F496,D18,1000,6/1/2008 12:00:00 AM,Phone Banking,,,
1373120,0,1,S496,F496,F496-79,25000,10/27/2008 12:00:00 AM,Mailing,,,
1373812,0,1,S496,F496,11601,2446.49,10/27/2008 12:00:00 AM,Printing,,,
1373812,0,2,S496,F496,11603,750.61,10/27/2008 12:00:00 AM,Consulting,,,
1494208,1,3,S496,F496,PDT109,575,6/2/2010 12:00:00 AM,Mailer Design,,,
1490617,2,1,S496,F496,PDT110,575,5/26/2010 12:00:00 AM,Mailer Design,,,
1490617,2,2,S496,F496,EDT526,5879.80,5/26/2010 12:00:00 AM,Mailer,,,
1490617,2,3,S496,F496,EDT549,2496.81,5/26/2010 12:00:00 AM,Printing,,,
1494817,1,1,S496,F496,PDT101,3617.60,6/3/2010 12:00:00 AM,Mailer,,,
1494817,1,2,S496,F496,PDT114,225,6/3/2010 12:00:00 AM,Mailer Design,,,
1494817,1,3,S496,F496,PDT148,1615.77,6/3/2010 12:00:00 AM,Printing,,,
1494815,1,1,S496,F496,PDT100,7235.20,6/3/2010 12:00:00 AM,Mailer,,,
1494815,1,2,S496,F496,PDT115,450,6/3/2010 12:00:00 AM,Mailer Design,,,
1494815,1,3,S496,F496,PDT149,3231.53,6/3/2010 12:00:00 AM,Printing,,,
1493006,1,1,S496,F496,PDT111,675,5/28/2010 12:00:00 AM,Mailer Desgin,,,
1493006,1,2,S496,F496,PDT147,2724.73,5/28/2010 12:00:00 AM,Printing,,,
1493006,1,3,S496,F496,EDT548,4946.20,5/28/2010 12:00:00 AM,Mailer,,,
1489985,2,1,S496,F496,PDT93,791.57,5/25/2010 12:00:00 AM,Printing,,,
1489985,2,2,S496,F496,PDT113,168.75,5/25/2010 12:00:00 AM,Mailer Design,,,
1489985,2,3,S496,F496,EDT523,1469.95,5/25/2010 12:00:00 AM,Mailer,,,
1489984,2,1,S496,F496,PDT94,2374.72,5/25/2010 12:00:00 AM,Printing,,,
1489984,2,2,S496,F496,PDT112,506.25,5/25/2010 12:00:00 AM,Mailer Design,,,
1489984,2,3,S496,F496,EDT524,4409.85,5/25/2010 12:00:00 AM,Mailer,,,
1495749,0,1,S496,F496,D4211,2304.75,6/5/2010 12:00:00 AM,Doorhangers,,,
1495791,0,1,S496,F496,1,3067.51,6/6/2010 12:00:00 AM,CAMPAIGN MAILER PRINTING,,1,6/6/2010 12:00:00 AM
1495810,0,1,S496,F496,1,4654,6/5/2010 12:00:00 AM,TV buy,,,6/7/2010 12:00:00 AM
1495812,0,1,S496,F496,1,7981.81,6/4/2010 12:00:00 AM,Mailer & Union Tribune Insert,,1,6/5/2010 12:00:00 AM
1495813,0,1,S496,F496,1,6889,6/5/2010 12:00:00 AM,Mailer,,,6/6/2010 12:00:00 AM
1495814,0,1,S496,F496,1,2500,6/4/2010 12:00:00 AM,Mailer,,,6/5/2010 12:00:00 AM
1495815,0,1,S496,F496,1,2500,6/4/2010 12:00:00 AM,Mailer,,,6/15/2010 12:00:00 AM
1495875,0,1,S496,F496,PDT280,5000,6/7/2010 12:00:00 AM,Door Hangers,,,
1495493,1,1,S496,F496,EDT38,8000,5/28/2010 12:00:00 AM,Polling,,,
1495950,0,1,S496,F496,PDT71,1000,6/7/2010 12:00:00 AM,Ground Campaign,,PDT:S496:71,
1495952,0,1,S496,F496,PDT90,3900,6/7/2010 12:00:00 AM,Ground Campaign,,PDT:S496:90,
1496000,0,1,S496,F496,EDT173,7000,6/7/2010 12:00:00 AM,doorhangers,,,
1495442,1,1,S496,F496,PDT1,10000,6/3/2010 12:00:00 AM,Media Buy,,,
1495442,1,2,S496,F496,PDT2,10000,6/3/2010 12:00:00 AM,Media buy,,,
1495442,1,3,S496,F496,PDT3,15000,6/3/2010 12:00:00 AM,Media Buy,,,
1495442,1,4,S496,F496,PDT4,5000,6/3/2010 12:00:00 AM,Media Production,,,
1495442,1,5,S496,F496,PDT5,940,6/3/2010 12:00:00 AM,Media Buy,,,
1496041,0,1,S496,F496,PDT160,2496.90,6/6/2010 12:00:00 AM,Robocalls,,,
1488966,1,1,S496,F496,EDT87,120041.47,5/21/2010 12:00:00 AM,Radio Ad,,,
1488980,1,1,S496,F496,PDT140,275,5/21/2010 12:00:00 AM,Mailer Design,,,
1488980,1,2,S496,F496,PDT146,575,5/21/2010 12:00:00 AM,Mailer Design,,,
1488980,1,3,S496,F496,PDT152,2787.29,5/21/2010 12:00:00 AM,Printing,,,
1488980,1,4,S496,F496,EDT492,6632.50,5/21/2010 12:00:00 AM,Mailer,,,
1488980,1,5,S496,F496,EDT493,50,5/21/2010 12:00:00 AM,Mailer Translation,,,
1488978,1,1,S496,F496,PDT74,5426.40,5/21/2010 12:00:00 AM,Mailer,,,
1488978,1,2,S496,F496,PDT117,337.50,5/21/2010 12:00:00 AM,Mailer Design,,,
1488978,1,3,S496,F496,PDT151,2423.65,5/21/2010 12:00:00 AM,Printing,,,
1488977,1,1,S496,F496,PDT73,5426.40,5/21/2010 12:00:00 AM,Mailer,,,
1488977,1,2,S496,F496,PDT116,337.50,5/21/2010 12:00:00 AM,Mailer Design,,,
1488977,1,3,S496,F496,PDT150,2423.65,5/21/2010 12:00:00 AM,Printing,,,
1486985,1,1,S496,F496,EDT438,10000,5/10/2010 12:00:00 AM,Polling,,,
1496059,0,1,S496,F496,D74,14000,6/7/2010 12:00:00 AM,Field Program/Reggie Jones-Saywer,,,
1496060,0,1,S496,F496,D62,2040,6/2/2010 12:00:00 AM,LIT/Reggie Jones-Sawyer,,,
1496061,0,1,S496,F496,D75,3000,6/7/2010 12:00:00 AM,Field Program/Nick Karno - Estimate,,,
1496096,0,1,S496,F496,F496-21,4845,6/7/2010 12:00:00 AM,Television airtime,,,
1496111,0,1,S496,F496,S496-152,1500,6/7/2010 12:00:00 AM,E-Mailing,,,
1494063,2,1,S496,F496,EDT120,5990,6/2/2010 12:00:00 AM,Mailer,,,
1494063,2,2,S496,F496,EDT105,4986.27,6/2/2010 12:00:00 AM,Mailer,,,
1494063,2,3,S496,F496,EDT115,1250,6/2/2010 12:00:00 AM,Mailer,,,
1494772,1,1,S496,F496,EDT121,5990,6/3/2010 12:00:00 AM,Mailer,,,
1494772,1,2,S496,F496,EDT116,1250,6/3/2010 12:00:00 AM,Mailer,,,
1496171,0,1,S496,F496,PDT678,1207.25,6/7/2010 12:00:00 AM,Food and beverages,,,
1472262,3,1,S496,F496,PDT1,8736,3/12/2010 12:00:00 AM,Ground Campaign,,,
1483586,2,1,S496,F496,EDT48,0,4/28/2010 12:00:00 AM,Website,,,
1473778,1,1,S496,F496,PDT235,0,3/19/2010 12:00:00 AM,Ground Campaign,,,
1473779,2,1,S496,F496,PDT233,154.39,3/19/2010 12:00:00 AM,Ground Campaign,,,
1475585,1,1,S496,F496,PDT281,0,3/24/2010 12:00:00 AM,Ground Campaign,,,
1476389,1,1,S496,F496,EDT254,0,3/26/2010 12:00:00 AM,Ground Campaign,,,
1476591,1,1,S496,F496,PDT237,0,3/29/2010 12:00:00 AM,Ground Campaign,,,
1476592,2,1,S496,F496,PDT238,0,3/29/2010 12:00:00 AM,Ground Campaign,,,
1477404,1,1,S496,F496,PDT240,0,4/3/2010 12:00:00 AM,Ground Campaign,,,
1477698,1,1,S496,F496,PDT241,0,4/5/2010 12:00:00 AM,Ground Campaign,,,
1477700,1,1,S496,F496,PDT242,0,4/5/2010 12:00:00 AM,Ground Campaign,,,
1478836,1,1,S496,F496,PDT243,0,4/10/2010 12:00:00 AM,Ground Campaign,,,
1478837,1,1,S496,F496,PDT244,0,4/10/2010 12:00:00 AM,Ground Campaign,,,
1480315,1,1,S496,F496,PDT248,0,4/17/2010 12:00:00 AM,Ground Campaign,,,
1480594,1,1,S496,F496,PDT249,0,4/19/2010 12:00:00 AM,Ground Campaign,,,
1481889,1,1,S496,F496,PDT251,0,4/24/2010 12:00:00 AM,Ground Campaign,,,
1481890,1,1,S496,F496,PDT252,0,4/24/2010 12:00:00 AM,Ground Campaign,,,
1482542,1,1,S496,F496,PDT254,0,4/26/2010 12:00:00 AM,Ground Campaign,,,
1482543,1,1,S496,F496,PDT255,0,4/26/2010 12:00:00 AM,Ground Campaign,,,
1485704,1,1,S496,F496,PDT256,0,5/1/2010 12:00:00 AM,Ground Campaign,,,
1485705,2,1,S496,F496,EDT247,17350,5/1/2010 12:00:00 AM,Ground Campaign,,,
1486010,1,1,S496,F496,PDT258,0,5/3/2010 12:00:00 AM,Ground Campaign,,,
1486012,1,1,S496,F496,PDT259,0,5/3/2010 12:00:00 AM,Ground Campaign,,,
1486831,1,1,S496,F496,PDT260,0,5/8/2010 12:00:00 AM,Ground Campaign,,,
1487007,1,1,S496,F496,PDT265,0,5/10/2010 12:00:00 AM,Ground Campaign,,,
1488218,1,1,S496,F496,PDT266,0,5/17/2010 12:00:00 AM,Ground Campaign,,,
1490447,2,1,S496,F496,EDT94,4870,5/26/2010 12:00:00 AM,Mailer,,,
1490447,2,2,S496,F496,EDT81,2467.78,5/25/2010 12:00:00 AM,Mailer,,,
1496603,0,1,S496,F496,PDT471,10000,6/8/2010 12:00:00 AM,CONSULTING,,,
1496603,0,2,S496,F496,PDT472,10000,6/8/2010 12:00:00 AM,CONSULTING,,,
1496603,0,3,S496,F496,PDT475,8825,6/8/2010 12:00:00 AM,POLLING,,,
1496603,0,4,S496,F496,EDT603,29827.21,6/8/2010 12:00:00 AM,ESTIMATED COST OF MAILER,,,
1496603,0,5,S496,F496,EDT621,10000,6/8/2010 12:00:00 AM,CONSULTING,,,
1496604,0,1,S496,F496,PDT474,10140.63,6/8/2010 12:00:00 AM,RESEARCH,,,
1496604,0,2,S496,F496,EDT604,15540.24,6/8/2010 12:00:00 AM,ESTIMATED COST OF MAILER,,,
1473781,1,1,S496,F496,PDT64,0,3/19/2010 12:00:00 AM,Ground Campaign,,,
1475586,1,1,S496,F496,PDT15,399.14,3/24/2010 12:00:00 AM,Ground Campaign,,,
1476397,1,1,S496,F496,PDT18,70.50,3/26/2010 12:00:00 AM,Ground Campaign,,,
1476399,1,1,S496,F496,PDT19,0,3/26/2010 12:00:00 AM,Ground Campaign,,,
1476598,1,1,S496,F496,PDT23,1886.42,3/29/2010 12:00:00 AM,Ground Campaign,,,
1476599,1,1,S496,F496,PDT24,0,3/29/2010 12:00:00 AM,Ground Campaign,,,
1477406,1,1,S496,F496,PDT25,0,4/3/2010 12:00:00 AM,Ground Campaign,,,
1477453,1,1,S496,F496,PDT28,56840,3/31/2010 12:00:00 AM,Ground Campaign,,,
1477704,1,1,S496,F496,PDT30,2046.58,4/5/2010 12:00:00 AM,Ground Campaign,,,
1477705,1,1,S496,F496,PDT29,0,4/5/2010 12:00:00 AM,Ground Campaign,,,
1478838,1,1,S496,F496,PDT31,0,4/10/2010 12:00:00 AM,Ground Campaign,,,
1478839,1,1,S496,F496,PDT32,171.40,4/10/2010 12:00:00 AM,Ground Campaign,,,
1479428,2,1,S496,F496,PDT63,33891.33,4/12/2010 12:00:00 AM,Ground Campaign,,,
1479429,1,1,S496,F496,PDT35,0,4/12/2010 12:00:00 AM,Ground Campaign,,,
1480310,1,1,S496,F496,PDT36,10.60,4/17/2010 12:00:00 AM,Ground Campaign,,,
1480311,1,1,S496,F496,PDT37,0,4/17/2010 12:00:00 AM,Ground Campaign,,,
1480598,1,1,S496,F496,PDT38,2115.39,4/19/2010 12:00:00 AM,Ground Campaign,,,
1480599,1,1,S496,F496,PDT39,0,4/19/2010 12:00:00 AM,Ground Campaign,,,
1339695,0,1,S496,F496,1,89.88,5/19/2008 12:00:00 AM,Automated Dials,,,
1339695,0,2,S496,F496,2,1000,5/29/2008 12:00:00 AM,Consulting For Mailer,,,
1339695,0,3,S496,F496,3,300,6/2/2008 12:00:00 AM,Newspaper Ad,,,
1335209,2,1,S496,F496,EDT353,354,5/22/2008 12:00:00 AM,Proof Reading,,,
1335209,2,2,S496,F496,EDT245,9838.64,5/22/2008 12:00:00 AM,Printing,,,
1335209,2,3,S496,F496,EDT247,7825,5/22/2008 12:00:00 AM,Design,,,
1335209,2,4,S496,F496,EDT249,2493.51,5/22/2008 12:00:00 AM,Mailer,,,
1484069,0,1,S496,F496,EDT1,2000,4/28/2010 12:00:00 AM,Consulting for Mailer,,,
1487254,1,1,S496,F496,PDT1,7600,5/10/2010 12:00:00 AM,Mailer,,,
1487254,1,2,S496,F496,EDT31,4400,5/10/2010 12:00:00 AM,Postage for Mailer,,,
1487424,0,1,S496,F496,EDT10,1630.81,5/12/2010 12:00:00 AM,Slate Mailer,,,
1487427,0,1,S496,F496,EDT7,1630.81,5/12/2010 12:00:00 AM,Slate Mailer,,,
1487608,0,1,S496,F496,EDT20,4197.57,5/12/2010 12:00:00 AM,"Printing, Mail Service & Delivery, Data File, Postage",,,
1487608,0,2,S496,F496,EDT21,7255.04,5/12/2010 12:00:00 AM,"Printing, Mail Service & Delivery, Data File, Postage",,,
1487665,0,1,S496,F496,EDT63,4961.67,5/12/2010 12:00:00 AM,MAILER,,,
1487700,0,1,S496,F496,EDT37,7995.16,5/12/2010 12:00:00 AM,Mailer,,,
1487700,0,2,S496,F496,EDT38,1000,5/13/2010 12:00:00 AM,Consulting,,,
1487703,0,1,S496,F496,EDT1,96000,5/12/2010 12:00:00 AM,TV/Cable Buy,,,
1487029,1,1,S496,F496,EDT4,357765,5/10/2010 12:00:00 AM,Radio,,,
1487774,0,1,S496,F496,EDT50,26453.52,5/13/2010 12:00:00 AM,Program expenses related to website to oppose Poizner for Governor,,,
1487775,0,1,S496,F496,EDT49,33126.48,5/13/2010 12:00:00 AM,Program expenses related to website to oppose Whitman for Governor,,,
1487810,0,1,S496,F496,EDT127,2673,5/13/2010 12:00:00 AM,Mass mail,,,
1487811,0,1,S496,F496,EDT128,16265.94,5/13/2010 12:00:00 AM,Mass mail,,,
1487813,0,1,S496,F496,EDT123,850,5/14/2010 12:00:00 AM,Mass mail,,,
1487813,0,2,S496,F496,EDT124,405.26,5/14/2010 12:00:00 AM,Mass mail,,,
1487813,0,3,S496,F496,EDT126,10878.01,5/14/2010 12:00:00 AM,Mass mail,,,
1487206,1,1,S496,F496,EDT62,19097.22,5/10/2010 12:00:00 AM,Mailer,,,
1487861,0,1,S496,F496,EDT7,16339.47,5/14/2010 12:00:00 AM,Mailer,,,
1487871,0,1,S496,F496,1,9000.43,5/13/2010 12:00:00 AM,POLITICAL MAILER,,,
1487872,0,1,S496,F496,EDT12,10169.11,5/13/2010 12:00:00 AM,Campaign literature and mailings; Janet Barnes AD 28,,,
1487873,0,1,S496,F496,EDT2,7296.57,5/13/2010 12:00:00 AM,Campaign literature and mailings; Henry Perea AD 31,,,
1487914,0,1,S496,F496,EDT64,18640.25,5/14/2010 12:00:00 AM,Mailer,,,
1476592,1,1,S496,F496,PDT182,17850,3/29/2010 12:00:00 AM,Ground Campaign,,PDT:S496:182,
1487932,0,1,S496,F496,EDT239,14355,5/14/2010 12:00:00 AM,Ground Campaign,,,
1487933,0,1,S496,F496,PDT221,500,5/15/2010 12:00:00 AM,Ground Campaign,,PDT:S496:221,
1487934,0,1,S496,F496,PDT224,500,5/15/2010 12:00:00 AM,Ground Campaign,,PDT:S496:224,
1486619,2,1,S496,F496,EDT8,8500,5/4/2010 12:00:00 AM,Radio Airtime and Production Costs,,,
1486619,2,2,S496,F496,EDT14,20288.06,5/6/2010 12:00:00 AM,Radio Airtime,,,
1487950,0,1,S496,F496,EDT93,17006.19,5/14/2010 12:00:00 AM,"Printing, Design, Mail Service & Delivery, Postage",,,
1485697,1,1,S496,F496,EDT49,60512.50,4/29/2010 12:00:00 AM,Ground Campaign,,EDT:S496:49,
1487384,1,1,S496,F496,EDT82,34813.76,5/12/2010 12:00:00 AM,Mailer,,,
1487953,0,1,S496,F496,EDT22,6830.52,5/13/2010 12:00:00 AM,"Consulting, Polling & Research",,,
1487953,0,2,S496,F496,EDT23,8416.73,5/13/2010 12:00:00 AM,"Printing, Mail Service & Delivery, Data Files Postage",,,
1487958,0,1,S496,F496,EDT80,24705,5/14/2010 12:00:00 AM,Slate Mailer,,,
1486667,1,1,S496,F496,EDT433,5317.15,5/6/2010 12:00:00 AM,Mailer,,,
1486667,1,2,S496,F496,EDT435,500,5/6/2010 12:00:00 AM,Mailer Illustration,,,
1486667,1,3,S496,F496,EDT466,2368.41,5/6/2010 12:00:00 AM,Printing,,,
1486666,1,1,S496,F496,EDT434,5317.15,5/6/2010 12:00:00 AM,Mailer,,,
1486666,1,2,S496,F496,EDT468,2368.40,5/6/2010 12:00:00 AM,Printing,,,
1487968,0,1,S496,F496,EDT464,5638.90,5/14/2010 12:00:00 AM,Mailer,,,
1487970,0,1,S496,F496,EDT460,2983.35,5/13/2010 12:00:00 AM,Mailer,,,
1487970,0,2,S496,F496,EDT461,3377.70,5/13/2010 12:00:00 AM,Mailer,,,
1487970,0,3,S496,F496,EDT462,6939.30,5/13/2010 12:00:00 AM,Mailer,,,
1487972,0,1,S496,F496,EDT455,843.23,5/13/2010 12:00:00 AM,Mailer,,,
1487972,0,2,S496,F496,EDT456,3617.60,5/13/2010 12:00:00 AM,Mailer,,,
1487972,0,3,S496,F496,EDT457,4298.50,5/13/2010 12:00:00 AM,Mailer,,,
1487973,0,1,S496,F496,EDT459,3759.27,5/13/2010 12:00:00 AM,Mailer,,,
1487975,0,1,S496,F496,EDT458,1879.63,5/13/2010 12:00:00 AM,Mailer,,,
1486195,1,1,S496,F496,EDT432,1043.06,5/4/2010 12:00:00 AM,Mailer,,,
1486195,1,2,S496,F496,EDT467,651.70,5/4/2010 12:00:00 AM,Printing,,,
1486191,1,1,S496,F496,EDT431,4274.09,5/4/2010 12:00:00 AM,Mailer,,,
1486191,1,2,S496,F496,EDT465,2670.44,5/4/2010 12:00:00 AM,Printing,,,
1487989,0,1,S496,F496,EDT560,8000,5/13/2010 12:00:00 AM,"Printing, design, mailing costs and postage for mailers opposing Yoriko Kishimoto",,,
1487998,0,1,S496,F496,S496-128,1500,5/14/2010 12:00:00 AM,E-Mailing,,,
1487998,0,2,S496,F496,S496-130,1500,5/14/2010 12:00:00 AM,E-Mailing,,,
